file,class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\gj\TestGJDayOfWeekField.java,org.joda.time.chrono.gj.TestGJDayOfWeekField,class,3,9,5,0,7,28,8,8,0,0,0,0,2,52
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\gj\TestGJWeekyearField.java,org.joda.time.chrono.gj.TestGJWeekyearField,class,4,13,5,1,12,55,11,11,0,0,0,0,1,67
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\format\TestISODateTimeFormatParsing.java,org.joda.time.format.TestISODateTimeFormatParsing,class,7,48,2,0,60,1033,46,42,2,3,0,0,77,745
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\UnsupportedDurationField.java,org.joda.time.field.UnsupportedDurationField,class,3,30,2,0,8,270,25,22,1,3,0,2,1,246
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestDateMidnight_Basics.java,org.joda.time.TestDateMidnight_Basics,class,31,80,3,0,169,1091,67,64,2,24,0,11,63,866
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\ISOChronology.java,org.joda.time.chrono.ISOChronology,class,8,26,4,0,20,79,15,8,3,7,0,6,12,216
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestYears.java,org.joda.time.TestYears,class,12,35,2,0,32,323,26,24,2,1,0,1,53,273
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestLocalDate_Constructors.java,org.joda.time.TestLocalDate_Constructors,class,12,83,2,0,31,955,59,57,2,11,0,6,32,529
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\ZeroIsMaxDateTimeField.java,org.joda.time.field.ZeroIsMaxDateTimeField,class,6,29,4,0,25,325,26,26,0,1,0,1,1,175
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\field\TestPreciseDateTimeField.java,org.joda.time.field.TestPreciseDateTimeField,class,17,99,17,0,63,3643,86,78,2,4,0,3,49,579
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\convert\IntervalConverter.java,org.joda.time.convert.IntervalConverter,interface,3,2,1,0,0,1,2,0,0,0,0,0,0,48
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\TestGJChronology.java,org.joda.time.chrono.TestGJChronology,class,13,46,2,0,108,465,34,30,2,8,0,3,148,478
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestLocalDate_Basics.java,org.joda.time.TestLocalDate_Basics,class,28,114,3,0,156,2374,88,85,2,18,0,15,111,972
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\GJChronology.java,org.joda.time.chrono.GJChronology,class,21,166,12,0,127,1630,76,56,8,18,0,6,28,1040
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestSeconds.java,org.joda.time.TestSeconds,class,20,42,2,0,45,494,32,30,2,1,0,1,73,315
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestInterval_Constructors.java,org.joda.time.TestInterval_Constructors,class,21,90,2,0,43,2606,78,76,2,8,0,2,78,613
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestYearMonthDay_Constructors.java,org.joda.time.TestYearMonthDay_Constructors,class,8,55,2,0,21,235,35,33,2,9,0,5,17,416
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\gj\TestAll.java,org.joda.time.chrono.gj.TestAll,class,6,3,2,0,3,3,3,3,2,0,0,0,0,43
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestLocalTime_Basics.java,org.joda.time.TestLocalTime_Basics,class,21,86,3,0,109,1908,59,56,2,13,0,10,108,705
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\convert\ReadablePartialConverter.java,org.joda.time.convert.ReadablePartialConverter,class,7,7,2,0,8,10,5,4,0,1,0,1,1,98
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\BasicDayOfYearDateTimeField.java,org.joda.time.chrono.BasicDayOfYearDateTimeField,class,6,14,4,0,13,0,10,7,0,2,0,1,4,89
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\format\TestPeriodFormatParsing.java,org.joda.time.format.TestPeriodFormatParsing,class,8,7,2,0,22,19,7,5,2,14,0,9,18,115
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestDurationField.java,org.joda.time.TestDurationField,class,5,7,2,0,8,15,6,4,2,0,0,0,2,52
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\ReadableInterval.java,org.joda.time.ReadableInterval,interface,9,21,1,0,0,210,21,0,0,0,0,0,0,298
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestDateTime_Constructors.java,org.joda.time.TestDateTime_Constructors,class,9,94,2,0,38,1065,66,64,2,9,0,2,104,707
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\base\BasePeriod.java,org.joda.time.base.BasePeriod,class,15,61,2,2,54,234,32,6,0,4,0,2,38,583
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\DateMidnight.java,org.joda.time.DateMidnight,class,18,112,5,0,59,3441,87,81,5,4,0,2,6,1384
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\convert\TestDateConverter.java,org.joda.time.convert.TestDateConverter,class,9,11,2,0,25,43,11,10,2,5,0,5,14,100
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestMinutes.java,org.joda.time.TestMinutes,class,20,43,2,0,46,494,32,30,2,1,0,1,79,324
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\Partial.java,org.joda.time.Partial,class,14,99,3,0,57,560,45,40,0,8,0,2,20,944
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\base\BaseInterval.java,org.joda.time.base.BaseInterval,class,10,18,2,2,19,0,11,3,0,4,0,1,20,237
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestTimeOfDay_Constructors.java,org.joda.time.TestTimeOfDay_Constructors,class,9,94,2,0,30,425,51,49,2,8,0,4,60,701
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestYearMonth_Basics.java,org.joda.time.TestYearMonth_Basics,class,22,80,3,0,84,1257,55,52,2,12,0,10,61,568
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\BasicSingleEraDateTimeField.java,org.joda.time.chrono.BasicSingleEraDateTimeField,class,4,18,3,0,6,96,16,15,0,2,0,1,5,113
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestPartial_Properties.java,org.joda.time.TestPartial_Properties,class,11,34,2,0,48,0,22,19,2,9,0,6,103,362
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestInstant_Basics.java,org.joda.time.TestInstant_Basics,class,17,46,3,0,110,97,43,41,2,10,0,2,86,501
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\MutableInterval.java,org.joda.time.MutableInterval,class,8,33,3,0,18,351,27,27,1,1,0,1,12,382
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestMutableDateTime_Properties.java,org.joda.time.TestMutableDateTime_Properties,class,8,64,2,0,96,2012,64,62,2,8,0,1,10,688
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\gj\TestGJYearField.java,org.joda.time.chrono.gj.TestGJYearField,class,4,15,5,1,13,55,11,11,0,0,0,0,1,63
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\TestIslamicChronology.java,org.joda.time.chrono.TestIslamicChronology,class,10,48,2,0,113,243,27,25,2,12,0,7,73,671
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\SkipDateTimeField.java,org.joda.time.field.SkipDateTimeField,class,4,11,3,0,9,3,6,5,0,4,0,1,3,96
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\convert\ConverterSet.java,org.joda.time.convert.ConverterSet,class,3,49,1,0,13,0,9,0,1,4,0,0,3,280
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\GJEraDateTimeField.java,org.joda.time.chrono.GJEraDateTimeField,class,5,21,3,0,14,106,17,15,0,2,0,1,7,130
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\PreciseDurationField.java,org.joda.time.field.PreciseDurationField,class,3,13,3,0,5,0,11,11,0,2,0,1,5,132
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\tz\FixedDateTimeZone.java,org.joda.time.tz.FixedDateTimeZone,class,2,16,2,0,6,17,11,11,0,4,0,1,1,89
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\LenientDateTimeField.java,org.joda.time.field.LenientDateTimeField,class,5,7,3,0,11,4,4,3,1,2,0,1,1,69
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\TimeOfDay.java,org.joda.time.TimeOfDay,class,14,80,4,0,58,2043,67,62,4,10,5,8,26,1151
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\LocalTime.java,org.joda.time.LocalTime,class,18,142,4,0,85,3593,90,81,9,12,1,8,32,1520
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestAll.java,org.joda.time.TestAll,class,5,3,2,0,76,3,3,3,2,0,0,0,73,115
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\convert\CalendarConverter.java,org.joda.time.convert.CalendarConverter,class,11,11,2,0,15,10,5,4,0,1,0,1,7,124
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\Days.java,org.joda.time.Days,class,19,46,2,0,28,313,26,24,6,12,10,12,34,460
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\convert\MockUnknownCalendar.java,org.joda.time.convert.MockUnknownCalendar,class,0,12,2,0,0,62,12,8,0,2,0,0,0,59
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\DecoratedDateTimeField.java,org.joda.time.field.DecoratedDateTimeField,class,4,12,3,6,9,0,10,9,0,2,0,1,0,91
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\base\AbstractDuration.java,org.joda.time.base.AbstractDuration,class,4,21,1,1,9,45,10,9,0,0,0,0,1,192
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\Duration.java,org.joda.time.Duration,class,9,44,3,0,16,386,29,29,6,2,1,2,16,486
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\ReadableInstant.java,org.joda.time.ReadableInstant,interface,5,12,1,0,0,66,12,0,0,0,0,0,0,166
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\Months.java,org.joda.time.Months,class,13,45,2,0,23,178,20,18,5,17,15,17,25,372
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestPeriod_Basics.java,org.joda.time.TestPeriod_Basics,class,17,140,4,0,129,3737,87,85,2,10,0,2,266,1365
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\convert\ReadablePeriodConverter.java,org.joda.time.convert.ReadablePeriodConverter,class,7,4,2,0,2,6,4,3,0,1,0,1,0,76
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\Period.java,org.joda.time.Period,class,18,118,3,0,52,3655,86,84,11,2,1,2,44,1554
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\convert\TestAll.java,org.joda.time.convert.TestAll,class,5,3,2,0,15,3,3,3,2,0,0,0,12,53
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\TestBuddhistChronology.java,org.joda.time.chrono.TestBuddhistChronology,class,9,23,2,0,86,113,19,17,2,13,0,8,75,352
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\field\TestAll.java,org.joda.time.field.TestAll,class,5,3,2,0,12,3,3,3,2,0,0,0,9,50
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\Seconds.java,org.joda.time.Seconds,class,19,42,2,0,28,313,26,24,6,8,6,8,31,440
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestMutableDateTime_Basics.java,org.joda.time.TestMutableDateTime_Basics,class,20,59,5,0,136,826,50,48,2,12,0,4,127,649
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\GJMonthOfYearDateTimeField.java,org.joda.time.chrono.GJMonthOfYearDateTimeField,class,2,6,5,0,6,15,6,4,0,1,0,1,5,56
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\convert\MockUnknownTimeZone.java,org.joda.time.convert.MockUnknownTimeZone,class,0,8,2,0,0,28,8,7,0,0,0,0,0,49
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestDays.java,org.joda.time.TestDays,class,21,47,2,0,46,559,34,32,2,1,0,1,95,371
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\LenientChronology.java,org.joda.time.chrono.LenientChronology,class,6,17,4,0,12,34,9,6,1,2,0,1,4,141
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\format\PeriodFormat.java,org.joda.time.format.PeriodFormat,class,2,5,1,0,17,6,4,3,3,2,0,2,4,123
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\format\TestISOPeriodFormat.java,org.joda.time.format.TestISOPeriodFormat,class,7,12,2,0,28,44,12,10,2,14,0,9,74,174
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\BaseChronology.java,org.joda.time.chrono.BaseChronology,class,10,69,2,4,80,1225,50,49,0,1,0,1,80,625
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\ReadablePeriod.java,org.joda.time.ReadablePeriod,interface,4,11,1,0,0,55,11,0,0,0,0,0,0,154
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\gj\TestGJDayOfMonthField.java,org.joda.time.chrono.gj.TestGJDayOfMonthField,class,4,10,5,1,10,36,9,9,0,0,0,0,1,57
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\field\TestScaledDurationField.java,org.joda.time.field.TestScaledDurationField,class,8,43,2,0,36,0,29,27,2,4,0,3,16,253
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\tz\CachedDateTimeZone.java,org.joda.time.tz.CachedDateTimeZone,class,3,38,2,0,16,42,17,13,1,10,2,2,1,182
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\BuddhistChronology.java,org.joda.time.chrono.BuddhistChronology,class,13,20,4,0,22,53,11,8,3,6,1,6,17,226
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestInstant_Constructors.java,org.joda.time.TestInstant_Constructors,class,8,16,2,0,26,87,15,13,2,7,0,2,31,157
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\base\AbstractPartial.java,org.joda.time.base.AbstractPartial,class,9,48,1,3,20,210,21,16,0,0,0,0,3,391
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\DelegatedDurationField.java,org.joda.time.field.DelegatedDurationField,class,3,28,2,0,21,0,24,22,0,3,0,1,0,139
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\convert\TestReadableDurationConverter.java,org.joda.time.convert.TestReadableDurationConverter,class,10,11,2,0,35,53,11,9,2,6,0,5,17,111
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\GJLocaleSymbols.java,org.joda.time.chrono.GJLocaleSymbols,class,2,43,1,0,31,185,23,17,6,19,0,3,26,216
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestYearMonthDay_Properties.java,org.joda.time.TestYearMonthDay_Properties,class,10,45,2,0,59,518,33,30,2,7,0,2,16,467
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestLocalTime_Properties.java,org.joda.time.TestLocalTime_Properties,class,9,69,2,0,61,976,45,42,2,5,0,1,7,642
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\Hours.java,org.joda.time.Hours,class,19,47,2,0,28,313,26,24,6,13,11,13,33,459
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestMonthDay_Constructors.java,org.joda.time.TestMonthDay_Constructors,class,9,48,2,0,28,295,34,32,2,9,0,5,28,361
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\IllegalFieldValueException.java,org.joda.time.IllegalFieldValueException,class,2,27,5,0,13,0,19,17,2,9,0,1,8,302
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\ReadableDateTime.java,org.joda.time.ReadableDateTime,interface,3,22,1,0,0,231,22,0,0,0,0,0,0,187
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\convert\TestConverterSet.java,org.joda.time.convert.TestConverterSet,class,12,20,2,0,17,43,18,18,2,6,0,6,7,170
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestTimeOfDay_Properties.java,org.joda.time.TestTimeOfDay_Properties,class,9,64,2,0,57,766,40,37,2,5,0,1,7,601
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\AssembledChronology.java,org.joda.time.chrono.AssembledChronology,class,6,136,3,8,85,1060,49,40,2,74,35,1,35,495
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\field\TestPreciseDurationField.java,org.joda.time.field.TestPreciseDurationField,class,7,39,2,0,35,0,28,26,2,4,0,3,13,237
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestDateTimeComparator.java,org.joda.time.TestDateTimeComparator,class,10,55,2,0,59,564,49,45,2,16,0,1,97,876
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestPartial_Basics.java,org.joda.time.TestPartial_Basics,class,18,114,2,0,85,3151,83,75,2,13,0,10,156,800
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\PreciseDurationDateTimeField.java,org.joda.time.field.PreciseDurationDateTimeField,class,3,15,3,5,7,13,10,9,0,3,0,1,1,148
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\DateTimeZone.java,org.joda.time.DateTimeZone,class,19,155,1,3,68,1323,51,36,21,14,1,12,45,1241
